# cum_return=0.253493	ann_return=0.315677	sharpe=1.972783	max_dd=0.064264	n_days=189	daily_mean=0.001253	daily_std=0.010080
# daily_portfolio_pnl
date	equity	daily_pnl_dollar
2025-07-01	10000.0000	0.0000
2025-07-02	10148.7200	148.7200
2025-07-03	10254.4800	105.7600
2025-07-07	10231.9900	-22.4900
2025-07-08	10359.0400	127.0500
2025-07-09	10427.6100	68.5700
2025-07-10	10431.6800	4.0700
2025-07-11	10487.3000	55.6200
2025-07-14	10554.7800	67.4800
2025-07-15	10594.5200	39.7400
2025-07-16	10600.4800	5.9600
2025-07-17	10659.9300	59.4500
2025-07-18	10691.2000	31.2700
2025-07-21	10696.4800	5.2800
2025-07-22	10796.1300	99.6500
2025-07-23	10880.3000	84.1700
2025-07-24	10962.5000	82.2000
2025-07-25	10773.4550	-189.0450
2025-07-28	10769.2650	-4.1900
2025-07-29	10706.7650	-62.5000
2025-07-30	10657.8150	-48.9500
2025-07-31	10746.4250	88.6100
2025-08-01	10707.4850	-38.9400
2025-08-04	10732.5550	25.0700
2025-08-05	10782.3950	49.8400
2025-08-06	10650.8550	-131.5400
2025-08-07	10412.4550	-238.4000
2025-08-08	10306.2550	-106.2000
2025-08-11	10406.1450	99.8900
2025-08-12	10467.5250	61.3800
2025-08-13	10467.7350	0.2100
2025-08-14	10707.2200	239.4850
2025-08-15	10852.7250	145.5050
2025-08-18	10764.8850	-87.8400
2025-08-19	11010.6850	245.8000
2025-08-20	11224.4550	213.7700
2025-08-21	11226.3350	1.8800
2025-08-22	11211.4950	-14.8400
2025-08-25	11248.8950	37.4000
2025-08-26	11293.6050	44.7100
2025-08-27	11260.4250	-33.1800
2025-08-28	11279.5750	19.1500
2025-08-29	11195.0850	-84.4900
2025-09-02	11207.0850	12.0000
2025-09-03	11218.6450	11.5600
2025-09-04	11236.2750	17.6300
2025-09-05	11238.2650	1.9900
2025-09-08	11224.1250	-14.1400
2025-09-09	11331.8100	107.6850
2025-09-10	11454.2950	122.4850
2025-09-11	11349.5450	-104.7500
2025-09-12	11216.8150	-132.7300
2025-09-15	11254.4750	37.6600
2025-09-16	11363.0200	108.5450
2025-09-17	11291.2150	-71.8050
2025-09-18	11866.5800	575.3650
2025-09-19	11824.9150	-41.6650
2025-09-22	11799.0850	-25.8300
2025-09-23	11745.8950	-53.1900
2025-09-24	11651.7850	-94.1100
2025-09-25	11336.3250	-315.4600
2025-09-26	11301.9050	-34.4200
2025-09-29	11412.4000	110.4950
2025-09-30	11537.1750	124.7750
2025-10-01	11459.5100	-77.6650
2025-10-02	11428.9550	-30.5550
2025-10-03	11437.5300	8.5750
2025-10-06	11694.0250	256.4950
2025-10-07	11661.3050	-32.7200
2025-10-08	11755.3250	94.0200
2025-10-09	11765.1950	9.8700
2025-10-10	11622.3950	-142.8000
2025-10-13	11702.6050	80.2100
2025-10-14	11679.4450	-23.1600
2025-10-15	11654.2150	-25.2300
2025-10-16	11659.8300	5.6150
2025-10-17	11558.0400	-101.7900
2025-10-20	11454.9500	-103.0900
2025-10-21	11418.2600	-36.6900
2025-10-22	11505.7400	87.4800
2025-10-23	11558.2700	52.5300
2025-10-24	11582.1400	23.8700
2025-10-27	11584.9000	2.7600
2025-10-28	11476.6500	-108.2500
2025-10-29	11583.7500	107.1000
2025-10-30	11497.5600	-86.1900
2025-10-31	11497.4400	-0.1200
2025-11-03	11661.5600	164.1200
2025-11-04	11650.6600	-10.9000
2025-11-05	11763.8800	113.2200
2025-11-06	11642.5000	-121.3800
2025-11-07	11539.2400	-103.2600
2025-11-10	11691.9300	152.6900
2025-11-11	11634.9000	-57.0300
2025-11-12	11729.2200	94.3200
2025-11-13	11701.3400	-27.8800
2025-11-14	11768.9600	67.6200
2025-11-17	11829.0100	60.0500
2025-11-18	11772.3800	-56.6300
2025-11-19	11686.7500	-85.6300
2025-11-20	11646.1800	-40.5700
2025-11-21	11542.8200	-103.3600
2025-11-24	11601.3500	58.5300
2025-11-25	11591.0600	-10.2900
2025-11-26	11600.5700	9.5100
2025-11-28	11408.7100	-191.8600
2025-12-01	11454.7500	46.0400
2025-12-02	11263.6200	-191.1300
2025-12-03	11297.0100	33.3900
2025-12-04	11569.2200	272.2100
2025-12-05	11654.9100	85.6900
2025-12-08	11748.6800	93.7700
2025-12-09	11724.5800	-24.1000
2025-12-10	11913.6100	189.0300
2025-12-11	11984.1650	70.5550
2025-12-12	11958.1400	-26.0250
2025-12-15	11994.8400	36.7000
2025-12-16	12051.6400	56.8000
2025-12-17	12162.0600	110.4200
2025-12-18	12257.4700	95.4100
2025-12-19	12329.6000	72.1300
2025-12-22	12390.5100	60.9100
2025-12-23	12455.5600	65.0500
2025-12-24	12492.9100	37.3500
2025-12-26	12469.9100	-23.0000
2025-12-29	12427.2550	-42.6550
2025-12-30	12394.8050	-32.4500
2025-12-31	12366.1350	-28.6700
2026-01-02	12269.9650	-96.1700
2026-01-05	12318.1150	48.1500
2026-01-06	12660.3350	342.2200
2026-01-07	12588.8650	-71.4700
2026-01-08	12660.1400	71.2750
2026-01-09	12364.5500	-295.5900
2026-01-12	12404.1600	39.6100
2026-01-13	12241.0200	-163.1400
2026-01-14	12184.9900	-56.0300
2026-01-15	12303.8700	118.8800
2026-01-16	12410.4500	106.5800
2026-01-20	12229.4600	-180.9900
2026-01-21	12034.0800	-195.3800
2026-01-22	12084.5800	50.5000
2026-01-23	12622.7000	538.1200
2026-01-26	12699.9400	77.2400
2026-01-27	12691.1250	-8.8150
2026-01-28	12494.8050	-196.3200
2026-01-29	12536.2550	41.4500
2026-01-30	12481.3150	-54.9400
2026-02-02	12205.3550	-275.9600
2026-02-03	12127.0650	-78.2900
2026-02-04	11978.8200	-148.2450
2026-02-05	11883.7950	-95.0250
2026-02-06	11958.1000	74.3050
2026-02-09	12064.6400	106.5400
2026-02-10	12123.7450	59.1050
2026-02-11	12211.0250	87.2800
2026-02-12	12428.3100	217.2850
2026-02-13	12410.7450	-17.5650
2026-02-17	12312.9750	-97.7700
2026-02-18	12443.6600	130.6850
2026-02-19	12557.5050	113.8450
2026-02-20	12593.8700	36.3650
2026-02-23	12535.3200	-58.5500
2026-02-24	12398.9300	-136.3900
2026-02-25	12428.2300	29.3000
2026-02-26	12381.5800	-46.6500
2026-02-27	12471.3700	89.7900
2026-03-02	12571.4150	100.0450
2026-03-03	12584.6200	13.2050
2026-03-04	12671.8050	87.1850
2026-03-05	12728.6100	56.8050
2026-03-06	12731.8400	3.2300
2026-03-09	12731.6850	-0.1550
2026-03-10	12673.1900	-58.4950
2026-03-11	12645.4000	-27.7900
2026-03-12	12695.6800	50.2800
2026-03-13	12715.3500	19.6700
2026-03-16	12757.0600	41.7100
2026-03-17	12876.1550	119.0950
2026-03-18	12784.6300	-91.5250
2026-03-19	12716.5600	-68.0700
2026-03-20	12746.7550	30.1950
2026-03-23	12728.3150	-18.4400
2026-03-24	12678.2650	-50.0500
2026-03-25	12593.5400	-84.7250
2026-03-26	12492.1500	-101.3900
2026-03-27	12439.3100	-52.8400
2026-03-30	12512.3150	73.0050
2026-03-31	12534.9350	22.6200
